"","APP","PI","MC","RU"
"644513",0.00200000000000001,0.0375000000000001,0.00512499999999998,0.000124999999999988
"647657",0.994375,0.959875,0.994375,0.987125
"648827",0.00374999999999992,0.0381249999999999,0.01025,0.00612500000000004
"650996",1,0.997,0.995875,0.966875
"653962",0.0103750000000002,0.381375,0.14225,0.232
"655710",0.108125,0.1115,0.486375,0.00362499999999999
"657507",0,0.00299999999999997,0.0925,0.000374999999999993
"657543",0.000374999999999994,0.0309999999999998,0.0815000000000001,0.00100000000000002
"657778",0.0103750000000001,0.00449999999999997,0.164125,0.0789999999999996
"658407",0.457375000000001,0.481249999999999,0.00212500000000001,0.00325000000000002
"659498",0.00650000000000004,0.004,0.465,0.0565000000000001
"659555",0.99525,0.9975,0.96825,0.93725
"660582",1,0.997125,0.975624999999999,0.985875
"661549",0.9995,0.996625,0.986125,0.998875
"661923",0.916125,0.529375,0.932875,0.096375
"661949",0,0.00350000000000009,0.0915000000000001,0.00374999999999993
"662149",1,0.996875,0.990625,0.981375
"662485",1,0.995875,0.99725,0.9315
"663185",0.00137500000000002,0.0122500000000001,0.237875,0.0292499999999999
"664029",0.99875,0.98875,0.997,0.993125
"665628",0.874375,0.565875000000001,0.995125,0.8355
"667870",0.99675,0.86125,0.990875,0.384375000000001
"668961",0.58425,0.0707499999999999,0.940625,0.0574999999999997
"669417",0.000250000000000011,0.00350000000000001,0.000500000000000013,0
"670143",0.0257499999999998,0.0213749999999999,0.759875,0.166375
"670685",0.00299999999999997,0.585875,0.000749999999999993,0.011375
"671864",0.94775,0.629374999999999,0.988375,0.900625
"674096",0.353249999999998,0.219625,0.94825,0.0727500000000002
"675645",0.0151249999999999,0.018875,0.014375,0.0241249999999998
"677808",0,0.0115000000000001,0.010125,0.0104999999999999
"678504",0.99975,0.99425,0.980375,0.834125
"678918",0.752874999999999,0.209374999999999,0.958,0.00712499999999995
"682165",0.992875,0.871750000000001,0.973,0.97425
"682804",0.1475,0.228875,0.00575000000000006,0.000875000000000018
"683507",0.995375,0.99425,0.9385,0.9125
"688058",0.99375,0.987625,0.712,0.3855
"688844",0.971125,0.803375,0.977375,0.128625
"689060",0.00799999999999999,0.01525,0.787625000000001,0.00387500000000003
"689170",0.003,0.00912499999999996,0.299375,0.00337499999999991
"691719",0.022625,0.0311250000000001,0.315875000000001,0.0123750000000001
"692652",0,0.00350000000000001,0.04575,0.00312499999999998
"693746",0.0817500000000003,0.0615000000000001,0.181375,0.0182499999999999
"694075",0.895875,0.967625,0.604499999999999,0.628499999999999
"694326",0.0982499999999999,0.0211250000000002,0.00412499999999993,0.000250000000000014
"694715",0.99875,0.962875,0.9705,0.9715
"695528",0.000624999999999988,0.00312500000000001,0.000624999999999962,0.000250000000000014
"696806",0.998625,0.92225,0.82275,0.663374999999999
"697772",0.000500000000000033,0.0372499999999999,0.477,0.0846250000000004
"698435",0.0267500000000001,0.0266250000000002,0.00224999999999999,0.00350000000000002
"698860",0.000500000000000025,0.0121249999999999,0.0447499999999999,0.002
"699320",0.0162500000000003,0.0209999999999996,0.166875,0.036125
"700504",0.273875000000001,0.14175,0.328875000000002,0.16825
"701072",0.0178749999999999,0.00287500000000003,0.450874999999999,0.00400000000000005
"704263",0.744625,0.50525,0.326249999999999,0.0318749999999999
"705932",0.997875,0.996125,0.973375,0.99425
"706347",0.641875,0.393875,0.532999999999999,0.0183749999999998
"706848",0.00949999999999995,0.00250000000000003,0.923625,0.00162500000000001
"710185",0.009375,0.00237500000000006,0.71975,0.00149999999999998
"711409",0.999125,0.560249999999998,0.9695,0.98825
"713419",0.859,0.278125,0.893875,0.0858749999999996
"713777",0.066125,0.0739999999999999,0.273125,0.04575
"714191",0.9805,0.484500000000001,0.957625,0.195
"714196",0.984375,0.754375,0.989875,0.296875
"717808",0.0590000000000001,0.176375,0.00374999999999996,0.00124999999999995
"718327",0.98675,0.890625,0.235,0.887625
"718815",0.999,0.994125,0.878874999999999,0.803875
"720132",0.00912500000000012,0.0409999999999998,0.0829999999999999,0.00612499999999995
"721326",0.97675,0.2865,0.9145,0.00549999999999998
"724526",0.0858749999999989,0.174875,0.286249999999999,0.0577500000000003
"725778",0.000124999999999997,0.00237500000000007,0.0916249999999999,0.00262499999999993
"727608",0.000124999999999992,0.0324999999999998,0.141625,0.00224999999999993
"729026",0.000125000000000005,0.016375,0.0547499999999999,0.129625000000001
"729105",0.0332499999999999,0.003625,0.881125,0.00175
"730963",0.000500000000000038,0.011375,0.0542500000000002,0.001875
"731933",0.0246249999999999,0.00812499999999998,0.00462499999999999,0.00162500000000001
"732401",0.00100000000000001,0.00275000000000004,0.0445000000000001,0.00162499999999995
"732781",0.4545,0.578500000000001,0.990375,0.985375
"733658",0.246125,0.05525,0.686,0.05475
"733767",1,0.981375,0.99325,0.9995
"735104",0.185624999999999,0.0351249999999998,0.7365,0.0020000000000001
"735415",0,0.0130000000000001,0,0
"739726",0.949,0.967125,0.158,0.988125
"742549",0.000250000000000016,0.00200000000000005,0.710625,0.00087500000000002
"742827",0.00187499999999997,0.0133750000000001,0.941375,0.257749999999999
"744843",0.9945,0.557249999999999,0.990125,0.0668750000000002
"745408",0.013625,0.0492499999999999,0.011,0.000250000000000014
"747495",0.00587500000000015,0.0043750000000001,0.715374999999999,0.00700000000000002
"747831",0.132625,0.141625,0.000624999999999986,0.0527500000000002
"748221",0.765249999999999,0.470875,0.0415,0.016875
"748469",1,0.96575,0.995625,0.998875
"750403",0.93875,0.920625,0.351875,0.0586250000000002
"750676",0.999875,0.981375,0.99625,0.832
"751388",0.0106249999999999,0.01625,0.00012500000000001,0.00175000000000002
"751398",0.173750000000001,0.122125000000001,0.00137500000000003,0.00062499999999998
"751800",0.865,0.113999999999999,0.973,0.1185
"752507",0.000125000000000006,0.0367500000000001,0.0881249999999998,0.000624999999999989
"754957",0.00587500000000004,0.121375,0.0162499999999999,0.00162499999999999
"755099",0.00562499999999991,0.0388749999999998,0.0108749999999997,0.00100000000000008
"755379",0.000625000000000003,0.0422500000000003,0.00312500000000002,0.00262499999999997
"756269",0.00474999999999998,0.00262499999999997,0.71125,0.00350000000000005
"757829",0.0015,0.00175000000000004,0.721,0.00937499999999999
"758128",0.0345,0.0430000000000005,0.93025,0.0811249999999999
"758331",0.0177500000000001,0.00500000000000007,0.159375,0.00412499999999992
"758635",0.00112499999999999,0.036125,0.307375,0.00524999999999993
"759815",0.000875000000000023,0.0130000000000001,0.00362499999999987,0.00237500000000006
"764921",0.995,0.981625,0.726875,0.144875
"765272",1,0.981,0.98475,0.99825
"766300",0,0.00299999999999999,0.0118750000000001,0.00787499999999988
"766322",0.225625,0.3755,0.0746249999999996,0.421375000000001
"768348",0.00112499999999998,0.00762500000000001,0.707249999999999,0.00112499999999998
"770474",0.999375,0.997125,0.9975,0.855375
"771260",0.00600000000000004,0.02975,0.373125,0.149125000000001
"771298",0.00050000000000001,0.002125,0.0305,0.0055000000000002
"772782",0.000500000000000028,0.00899999999999987,0.45325,0.0401250000000002
"773245",0.92175,0.98625,0.00850000000000006,0.59475
"773640",0.99575,0.98225,0.9885,0.23825
"774391",0.374125,0.0431250000000001,0.949125,0.016875
"775192",0.342499999999999,0.80925,0.160375,0.501500000000003
"777235",0.986,0.62075,0.95,0.2545
"778764",0.1195,0.0652500000000002,0.674125,0.168124999999999
"780014",0.00562499999999981,0.00412499999999997,0.0603749999999999,0.0228749999999999
"780179",0.4885,0.464874999999999,0.3255,0.0203750000000001
"781038",1,0.997125,0.99825,0.983
"781703",0.000124999999999989,0.00224999999999996,0.430249999999999,0.000749999999999979
"782155",0.43225,0.406375,0.815125,0.0588749999999996
"782963",0.98575,0.95975,0.0381249999999999,0.00862499999999981
"783834",0.794750000000001,0.84575,0.947,0.903499999999999
"784383",0.883125,0.906124999999999,0.60175,0.617375
"785602",0.98725,0.935125,0.994625,0.89725
"785796",0.99975,0.9975,0.998125,0.998125
"787282",0.000124999999999998,0.004,0.0063749999999999,0.000374999999999993
"787393",0.9985,0.82825,0.97725,0.131
"787418",0.9975,0.998625,0.9925,0.99675
"788429",0.00524999999999988,0.579875,0.018125,0.00100000000000002
"788606",0.9995,0.995625,0.977625,0.91025
"789371",0.00462500000000002,0.01725,0.112750000000001,0.0600000000000004
"789597",0.000250000000000014,0.00787499999999998,0.929625,0.0928750000000004
"790122",0.907625,0.794375,0.9955,0.93025
"790705",0.159499999999999,0.0224999999999999,0.821875,0.0694999999999998
"793637",0.99925,0.998125,0.97475,0.992625
"794501",0.68825,0.312625000000001,0.00512499999999998,0.00287500000000002
"794515",0.448124999999999,0.404374999999998,0.844375,0.641000000000001
"794947",0.510625,0.0991249999999996,0.235375000000001,0.0676250000000003
"795772",0.999,0.984,0.844,0.218875000000001
"795892",0.0100000000000001,0.01425,0.030125,0.000500000000000045
"798486",0.998375,0.805375000000001,0.999,0.985625
"799658",0.99525,0.99625,0.993875,0.9755
"801006",0.662124999999999,0.924625,0.993875,0.995
"801313",0.00112499999999998,0.00337499999999996,0.00200000000000006,0.00175000000000005
"801336",0.353625,0.0705000000000004,0.0701249999999998,0.0152499999999998
"801558",0,0.00237499999999999,0.142375,0.000500000000000019
"801662",0.047125,0.0071249999999999,0.934,0.0545
"802138",0.0430000000000001,0.0674999999999999,0.00700000000000007,0.00112499999999997
"802858",0.326874999999999,0.6255,0.47125,0.826
"803407",0.933625,0.96075,0.37775,0.10825
"803503",0.929125000000001,0.940999999999999,0.96625,0.0569999999999998
"803833",0.992875,0.99625,0.998,0.9695
"805187",0.77675,0.800250000000001,0.983375,0.9325
"807526",0.000875000000000026,0.0392500000000003,0.0106249999999999,0.000250000000000014
"811695",0.1145,0.0424999999999997,0.000250000000000014,0.0103750000000002
"811903",1,0.99,0.9985,0.9965
"813998",0.985875,0.9975,0.98675,0.9985
"814747",0.992,0.972375,0.99775,0.990125
"817369",0.00200000000000014,0.0036249999999998,0.58275,0.00737499999999998
"817770",0.984,0.989375,0.647375000000001,0.41775
"818446",1,0.997625,0.993375,0.92375
"818920",0.00374999999999997,0.00600000000000003,0.024875,0.06275
"820100",0.99975,0.978875,0.995,0.98875
"821791",0.00900000000000005,0.00324999999999992,0.590625,0.0125000000000001
"822095",0.908125000000001,0.896750000000001,0.987625,0.98
"822363",0.688499999999999,0.599,0.879125,0.152874999999999
"822403",0.5715,0.33925,0.924500000000001,0.645374999999999
"823110",0.9885,0.3055,0.9845,0.0748750000000001
"823683",0.0466250000000001,0.163625,0.00799999999999999,0.0230000000000001
"825489",0.000374999999999992,0.00287500000000003,0.0526249999999999,0.0122500000000001
"825897",0.766375000000001,0.831875,0.897375,0.87475
"828021",0.231375,0.0243750000000001,0.90725,0.0138750000000001
"828326",0.999375,0.997,0.996875,0.98125
"828966",0.878249999999999,0.777625,0.37125,0.0853749999999999
"832062",0.765874999999999,0.92425,0.9755,0.76725
"835205",0.00824999999999997,0.0136249999999999,0.758874999999999,0.141375
"835506",0.257,0.162499999999999,0.903,0.0876250000000001
"836791",0.338874999999999,0.34225,0.000875000000000022,0.0960000000000002
"837358",0.999625,0.99375,0.99,0.7105
"837851",0.999625,0.962375,0.998375,0.990875
"838813",0,0.0112499999999998,0.0258750000000003,0.00862499999999986
"839429",0.00224999999999998,0.0618749999999997,0.91775,0.00474999999999999
"840002",0.106375,0.079125,0.504875000000001,0.347249999999998
"841513",0.0428750000000003,0.195000000000001,0.00937499999999993,0.79125
"842130",0.582625,0.422625000000001,0.991125,0.997125
"842639",0.00050000000000002,0.00287500000000002,0.703375,0.0085
"842958",0.00100000000000006,0.0379999999999999,0.000124999999999999,0
"843256",0.0678749999999996,0.0281250000000004,0.741625,0.0475000000000004
"845120",0.0241250000000001,0.0200000000000002,0.0136249999999998,0.00100000000000005
"845259",0.00337499999999999,0.071625,0.919875,0.0329999999999999
"845818",0.110625,0.0386250000000003,0.00412499999999994,0.162375
"848556",0.59875,0.8255,0.012625,0.00937499999999988
"849678",0.506249999999999,0.057125,0.833875,0.0565000000000002
"849706",0.0446250000000001,0.23,0.965875,0.690125
"850252",0.00062500000000001,0.00187499999999996,0.594,0.0273750000000004
"850616",0.150625,0.0791249999999998,0.559749999999999,0.18675
"850648",0.00100000000000007,0.301875,0.00112499999999999,0.00425000000000006
"851005",0.1715,0.608624999999999,0.446875,0.061
"853197",0.567249999999999,0.530499999999999,0.962375,0.305
"854747",0.0234999999999999,0.00387500000000002,0.7145,0.0162499999999999
"857049",0.00275000000000001,0.00337500000000001,0.647625,0.160000000000001
"859502",0.995,0.962375,0.870375,0.991125
"859916",0.00162500000000001,0.00487499999999992,0.0926250000000001,0.00474999999999998
"864107",0.99475,0.995625,0.998,0.992625
"864389",0.00437499999999998,0.0366249999999997,0.0516250000000001,0
"864393",0.16525,0.033,0.786125,0.169875
"865473",0.00137500000000003,0.00987499999999997,0.00237500000000005,0.000624999999999967
"865680",0.572874999999999,0.268125,0.819874999999999,0.289125
"868485",0.996875,0.99275,0.99025,0.84725
"869127",0.00112499999999996,0.00799999999999999,0.00575000000000005,0.00187499999999999
"869189",0.00100000000000004,0.0124999999999999,0.0491249999999999,0.00587499999999996
"872949",0.944125,0.974,0.992,0.749125
"874628",0.00900000000000004,0.014375,0.0946249999999997,0.00137500000000001
"874673",0.530625,0.695125,0.97575,0.68625
"877036",0.150625,0.0750000000000003,0.0416250000000002,0.00224999999999994
"878393",0.0015,0.01525,0.021625,0.0663749999999994
"878452",0.001125,0.0113750000000001,0.204,0.00474999999999997
"881090",0.0943750000000003,0.102125,0.92775,0.0328749999999999
"881098",0.00037499999999999,0.00575000000000005,0.000124999999999987,0.00550000000000015
"881319",0.9505,0.3405,0.969625,0.1565
"884121",0.017125,0.0433749999999998,0.012,0
"885434",0.999875,0.996125,0.99675,0.99475
"886014",0.72825,0.106375,0.974875,0.135125
"888162",0.214875,0.19925,0.958375,0.401625
"888595",0.00050000000000004,0.00524999999999985,0.000250000000000018,0.000374999999999992
"890603",0.98275,0.9945,0.9985,0.999875
"890966",0.83875,0.09225,0.926,0.0204999999999999
"893312",0.00374999999999997,0.01525,0.0386250000000001,0.0646250000000002
"895574",0.459500000000001,0.485,0.00650000000000004,0.0035000000000001
"895635",0.999875,0.99325,0.92925,0.381
"895683",0.6765,0.0706250000000002,0.8865,0.00425000000000001
"896032",0.691875,0.685875,0.950125,0.662125
"896075",0.999875,0.97875,0.979625,1
"896320",0.9965,0.987375,0.99425,0.626875000000001
"897822",0.000374999999999991,0.003875,0.00187499999999999,0.000250000000000015
"898921",0.993125,0.97075,0.996625,0.888625
"898952",0.998,0.992125,0.976,0.747875
"899227",0.785875,0.73825,0.98275,0.594500000000001
"899380",1,0.996,0.997875,0.974125
"901492",0.00212500000000002,0.0441250000000002,0.0111250000000001,0.000125000000000005
"902405",0.00374999999999997,0.00462500000000003,0.49,0.0931249999999997
"903042",0.864625000000001,0.83025,0.97575,0.031375
"903644",0.993625,0.959,0.9985,0.996875
"903973",0.921875,0.9085,0.906375,0.963625
"905154",0.922875,0.914500000000001,0.98825,0.570125
"906079",0.50975,0.233999999999999,0.02875,0.00062500000000001
"906883",0.978625,0.9445,0.973375,0.777125
"908475",0.014,0.0264999999999999,0.79525,0.00124999999999996
"908691",0.341,0.2575,0.205499999999999,0.0314999999999999
"909476",0.986375,0.93525,0.331,0.190375
"912944",0.00337499999999998,0.004,0.000250000000000016,0
"913210",0.00050000000000002,0.00350000000000003,0.00849999999999997,0.00775000000000006
"913873",0,0.00387500000000005,0.00462500000000003,0.000250000000000015
"914586",0.00524999999999989,0.00437500000000025,0.87125,0.00837499999999998
"915048",0.0436249999999999,0.109625,0.941625,0.318125
"916621",0.000374999999999992,0.00300000000000001,0.00362500000000001,0.000749999999999994
"918964",0.997375,0.8945,0.8185,0.0224999999999998
"918965",0.973375,0.973625,0.9985,0.96925
"920077",0.8385,0.489125,0.965125,0.0418750000000003
"920699",1,0.7815,0.991125,0.912875
"922849",0.604874999999999,0.368375,0.782999999999999,0.0126250000000001
"924791",0.000374999999999992,0.00337500000000003,0.00299999999999991,0.00687500000000003
"926732",0.999625,0.99075,0.321,0.187875000000001
"926743",0.809625000000002,0.596875000000002,0.000250000000000014,0.00149999999999996
"927567",0.9855,0.925375,0.951249999999999,0.987125
"928326",0.000374999999999996,0.002,0.00125,0
"929610",0.1815,0.142625,0.90525,0.1395
"930774",0.999375,0.99675,0.686249999999999,0.9275
"934096",0.999875,0.997375,0.9985,0.930875
"934214",0.99925,0.961125,0.99825,0.983375
"934480",0.999875,0.9915,0.989625,0.2515
"934527",0.00862499999999993,0.0544999999999995,0.0535000000000002,0.129625000000001
"935374",1,0.996375,0.986125,0.983875
"936159",0.746125000000001,0.787875,0.283,0.007125
"938445",0.0321249999999999,0.016375,0.23075,0.339750000000001
"942496",0.00737500000000003,0.00974999999999988,0.712,0.00762499999999994
"943667",0.000125000000000004,0.00425000000000002,0.028875,0.0112499999999999
"945658",0.000125000000000002,0.0102499999999999,0.468875000000001,0.0349999999999999
"946251",0.999625,0.976,0.998,0.979
"947334",0.401500000000001,0.0457499999999999,0.6355,0.015875
"947453",0.000624999999999977,0.00287500000000003,0.445874999999999,0.00100000000000002
"947778",0.00112499999999998,0.0123750000000001,0.00750000000000003,0.0208749999999998
"947900",0.00187499999999997,0.0211250000000001,0.0484999999999999,0.001625
"948559",0.28675,0.0316250000000006,0.780874999999999,0.0020000000000001
"949062",0.74925,0.72675,0.890875,0.624125
"949913",0.94825,0.763374999999999,0.87675,0.410250000000001
"953340",0.179624999999999,0.163125,0.762,0.0180000000000001
"953970",0.995,0.656875,0.992,0.300875
"954748",0.0224999999999999,0.00587500000000003,0.235125000000001,0.00125000000000002
"954763",0.0101249999999999,0.0127500000000001,0.949125,0.419000000000002
"956991",0.000500000000000013,0.00275000000000006,0.438874999999999,0.00637500000000002
"957172",0.871125000000001,0.856125000000001,0.823875,0.839375
"957762",0.00887500000000012,0.0338750000000005,0.73525,0.100375
"958859",0.0875000000000002,0.048,0.0769999999999994,0.0234999999999999
"960072",0.0326250000000001,0.206625,0.90725,0.0106249999999999
"960717",0.999375,0.9985,0.998875,0.9985
"961034",0.659375000000001,0.302749999999999,0.685,0.26675
"961425",0.00037499999999999,0.0373749999999995,0.0132499999999999,0.002
"961714",0.271125000000001,0.17075,0.945375,0.0128750000000002
"962521",0.017125,0.0071249999999999,0.33175,0.00224999999999996
"964616",0.8955,0.490750000000001,0.9715,0.00312500000000009
"965148",0.788375,0.933875,0.491249999999999,0.671375
"965588",0.9435,0.772000000000001,0.983375,0.068
"966741",0.941125,0.09525,0.954875,0.00449999999999987
"967576",0.992625,0.2125,0.99525,0.36525
"967697",0.034375,0.00949999999999996,0.0645000000000001,0.014625
"968549",0.524499999999999,0.537625,0.809125,0.440125
"968933",0.634125,0.356375,0.859375,0.00187499999999998
"971169",0.00687500000000003,0.02975,0.936375,0.11425
"975572",0.97975,0.862375,0.987,0.5045
"976826",0.00100000000000004,0.00924999999999994,0.00737500000000004,0.000875000000000015
"981437",0.0574999999999998,0.0433749999999998,0.9215,0.000624999999999991
"982440",0.82075,0.826125,0.22675,0.67425
"982458",0.128,0.199750000000003,0.991875,0.994125
"985351",0.0453750000000001,0.0264999999999998,0.164375,0.004375
"986253",0.0516250000000002,0.0638750000000002,0.231,0.00712499999999983
"987418",0.0176250000000001,0.0185000000000002,0.58825,0.353375
"987733",0.00162499999999996,0.00750000000000004,0.100375,0.0486250000000001
"989284",0.998375,0.870749999999999,0.997,0.97525
"990978",0.00137500000000004,0.003125,0.00212500000000001,0.000374999999999989
"996361",0.00662500000000008,0.0326250000000003,0.8825,0.853875
